,socio1. In which country do you work?,edu1. What is the highest qualification you have obtained?,edu2. What was your academic subject?,edu3. Enter your academic subject,rse16a. Are you employed primarily to develop software for research?,rse16b. Do you spend more time developing software than conducting research?,rse16c. Are you employed as a postdoctoral researcher?,"rse16d. Are you the person who ""does computers"" in your research group?",currentEmp1. Do you work for a university?,currentEmp16a. In what year did you start your current position?,currentEmp10. What type of contract are you employed on?,currentEmp11. What is the duration of your current contract?,currentEmp12. Do you work full time or part time?,currentEmp16b. Is this your first job?,prevEmp16a. Have you previously worked in the private sector?,prevEmp16b. Why did you leave the private sector?,prevEmp16d. What was the type of your contract?,currentEmp5. What is this job title?,currentWork2. Do you work within a group that provides software development help or expertise to researchers from other groups within your organisation?,currentWork16a. What percentage of your time do you spend developing software each week?,paper1. Has your software ever contributed to research that has been published in a journal or at a conference?,paper2. Were you acknowledged in the paper?,paper4. Were you named as a co-author of the paper?,paper5. Were you named as the lead author of the paper?,stability1. What is the bus factor of your most important software project?,stability2. Is there a technical hand-over plan for your most important software project?,perfCheck1. Do you receive sufficient information on the results of your work?,perfCheck2. Does your work give you the opportunity to check on how well you are doing your work?,perfCheck4. Do you receive sufficient information on the purpose of your work?,perfCheck5. Does your work provide you with direct feedback on how well you are doing your work?,perfCheck6. Does your supervisor/line manager inform you about how well you are doing your work?,perfCheck7. Do your colleagues inform you about how well you are doing your work?,turnOver1. How often do you feel frustrated when not given the opportunity to achieve your personal work-related goals?,turnOver2. How often do you look forward to another day at work?,turnOver3. How often do you consider leaving your job?,turnOver4. How often do dream about getting another job that will better suit your needs?,turnOver5. My current job satisfies my personal needs,turnOver6. I would accept another job at the same compensation level if I was offered it,affRec1. I am satisfied with my supervisor/line manager's confidence in me,affRec2. I am satisfied with a word of thanks from my supervisor/line manager,affRec3. I am satisfied with the recognition I receive from my supervisor/line manager for doing my job,affRec4. I am satisfied with the compliments from my supervisor/line manager concerning my work,affRec5. I am satisfied with the encouragement from my supervisor/line manager while doing my job,percEmp1. It would not be very difficult for me to get an equivalent job in a different organisation,percEmp2. I can think of a number of organisations that would probably offer me a job,percEmp3. My experience is in demand on the labour market,affSat1. I find real enjoyment in my job,affSat2. Most days I am enthusiastic about my job,affSat3. I feel fairly well satisfied with my job,affSat4. I like my job better than the average person,progRSE1. It is likely that I will gain a promotion within my current group,progRSE2. The process I have to complete to gain a promotion is clear and understandable,progRSE3. There are many opportunities within my chosen career plan,progRSE4. My current position is an integral part of my career plan,progRSE5. It is likely that my next position will be an RSE role,"skill2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-1. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?",ukrse1. Are you a member of the UK RSE Association? (Members are people who have signed up to the UK RSE mailing list),tool1. What are the three tools or services you use most often to achieve your work?,tool16a. What are the three tools or services you use most often to achieve your work?,tool16b. What are the three tools or services you use most often to achieve your work?,socio2. Please select your gender,socio3. Please select your age,socio4. Please select the range of your salary,tool2. What is your Operating System of choice for use at work?
240,United Kingdom,Masters degree,Physical Sciences,,Yes,Yes,No,Yes,Yes,2004.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,80,Yes,Yes,Yes,No,3.0,No,Sometimes,Often,Very Often,Sometimes,Sometimes,Never ,Sometimes,Sometimes,Sometimes,Sometimes,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Agree,Neither agree or disagree,Configurastion management,Software development,Project management,Yes,Text editor (emacs),Word processor,Redmine management tool,Male,45 to 54 years,£35 000 to £39 999,GNU/Linux
241,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,No,No,2012.0,Permanent,,Full time,Yes,,,,,No,70%,Yes,Yes,Yes,Yes,2.0,No,Often,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,programming,problem solving,determination,No,anaconda/spyder,matlab,mobaXterm,Female,25 to 34 years,£30 000 to £34 999,GNU/Linux
242,United Kingdom,Doctorate,Physical Sciences,,No,No,Yes,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,No,,Fixed-term,,Yes,30%,Yes,Yes,Yes,Yes,1.0,Yes,Sometimes,Often,Very Often,Very Often,Often,Often,Sometimes,Sometimes,Never ,Never ,Agree,Strongly Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Agree,,,,Yes,,,,Male,25 to 34 years,£35 000 to £39 999,OS X
243,United Kingdom,Doctorate,Physical Sciences,,No,No,Yes,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,Yes,Others,Permanent,,No,20,No,,,,2.0,No,Very Often,Always,Always,Very Often,Very Often,Often,Never ,Never,Never ,Sometimes,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly Agree,Neither agree or disagree,language agnostic code analysis,revision control systems,test development,Yes,emacs,SpineCreator,octave,Male,35 to 44 years,£25 000 to £29 999,GNU/Linux
244,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,Yes,2015.0,Permanent,,Full time,No,Yes,Excessive overtime hours,Freelancer  consultant  contractors,,Yes,90%,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Neither agree or disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Agree,Strongly Agree,Neither agree or disagree,Software engineering,Project management,Research knowledge,Yes,Github / Bitbucket,Email,Text editor,Male,25 to 34 years,£30 000 to £34 999,OS X
245,United Kingdom,Undergraduate degree,Biological Sciences,,Yes,Yes,No,Yes,Yes,2007.0,Fixed term,24.0,Full time,No,No,,Fixed-term,,Yes,75%,Yes,Yes,Yes,No,1.0,No,Always,Always,Always,Always,Always,Very Often,Sometimes,Often,Sometimes,Sometimes,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Problem Solving,Communication,Prioritisation,Yes,Linux,Vi,VMware,,35 to 44 years,£45 000 to £50 000,GNU/Linux
246,United Kingdom,Undergraduate degree,Computer Sciences,,Yes,Yes,No,Yes,No,2013.0,Fixed term,36.0,Full time,No,Yes,Others,Permanent,,Yes,80-90%,No,,,,1.0,No,Sometimes,Often,Often,Often,Always,Always,Never ,Never,Never ,Never ,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Software engineering,Understanding of field that the software serves,People skills,Yes,Vim,Jenkins,Git,Male,25 to 34 years,£25 000 to £29 999,Windows
247,United Kingdom,Doctorate,Physical Sciences,,No,No,No,Yes,Yes,2008.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,30,Yes,Yes,Yes,Yes,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Very Often,Sometimes,Sometimes,Always,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Programming and software design skills,In depth knowledge about the research problem,"Communication skills (writing documentation, presenting work)",No,GNU compiler toolchain,Git/github,Emacs,Male,45 to 54 years,£40 000 to £44 999,GNU/Linux
248,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,Yes,No,2007.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,70%,Yes,No,No,Yes,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Sometimes,Always,Sometimes,Never,Always,Strongly disagree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,logical approach,persistance,ordered approach,No,eclipse,spyder,vi,Male,45 to 54 years,£35 000 to £39 999,GNU/Linux
249,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,No,No,2010.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,75,Yes,No,No,Yes,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Never ,Very Often,Sometimes,Often,Very Often,Neither agree or disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,,,,No,,,,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
250,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,,No,2016.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,50,No,,,,1.0,Yes,Often,Always,Always,Always,Often,Often,Sometimes,Never,Sometimes,Sometimes,Strongly Agree,Strongly disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly Agree,Agree,Clarity of thought,Focus,Empathy,Yes,Emacs,A programming language,,Male,35 to 44 years,Prefer not to say,OS X
251,United Kingdom,Doctorate,Physical Sciences,,Yes,No,No,Yes,,,,,,,,,,,Yes,60,Yes,Yes,No,Yes,1.0,No,Often,Often,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Disagree,Agree,Strongly disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,,,,No,,,,Other,35 to 44 years,£35 000 to £39 999,GNU/Linux
252,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,Yes,Yes,1996.0,Permanent,,Full time,Yes,,,,Senior Data Scientist,Yes,20,Yes,Yes,Yes,No,1.0,No,Always,Sometimes,Very Often,Very Often,Often,Often,Very Often,Never,Often,Very Often,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Questioning,Listening,Adapting,Yes,MATLAB,Netbeans (Win and Lin),MySQL,Male,45 to 54 years,£45 000 to £50 000,Windows
253,United Kingdom,Masters degree,Physical Sciences,,No,Yes,No,Yes,Yes,2013.0,Fixed term,4.0,Full time,Yes,,,,,No,70,Yes,Yes,No,No,1.0,No,Sometimes,Never ,Very Often,Never ,Never ,Sometimes,Always,Sometimes,Sometimes,Always,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Agree,Software engineering,Communication,Planning,Yes,Python,IDE (PyCharm),git/Github,Male,18 to 24 years,Less than £25 000,GNU/Linux
254,United Kingdom,Doctorate,Social studies,,No,No,No,Yes,Yes,1999.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,6hrs,Yes,Yes,Yes,Yes,2.0,No,Sometimes,Sometimes,Always,Sometimes,Never ,Sometimes,Always,Sometimes,Sometimes,Sometimes,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Understanding of users,Clarity of code for handover,Openness,Yes,Notepad++,Command line,Windows,Male,35 to 44 years,£45 000 to £50 000,Windows
255,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,Yes,Yes,2013.0,Fixed term,36.0,Full time,Yes,,,,,No,60%,Yes,Yes,Yes,No,5.0,No,Often,Often,Sometimes,Sometimes,Often,Never ,Very Often,Often,Sometimes,Very Often,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Ability to learn new systems/techniques,Programming skill,Problem Solving,Yes,A good IDE,Internet Connection,github,Male,25 to 34 years,Less than £25 000,GNU/Linux
256,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,No,No,2015.0,Fixed term,36.0,Full time,Yes,,,,,No,60,Yes,Yes,No,No,1.0,No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Never ,Sometimes,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Technical ability,Adaptability,Consistency,No,Matlab,"Fortran 77, 90",shell scripting,Male,25 to 34 years,£25 000 to £29 999,GNU/Linux
257,United Kingdom,Undergraduate degree,Mathematical and Computer Sciences,,Yes,Yes,Yes,No,No,2008.0,Permanent,,Full time,No,Yes,Others,Permanent,"Data Analyst, Life Sciences",Yes,40%,Yes,No,No,No,2.0,No,Often,Sometimes,Very Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Coding,Listening,managing,No,Git,Eclipse,Skype,Male,55 to 64 years,£45 000 to £50 000,GNU/Linux
258,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,No,2006.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,50%,Yes,Yes,No,Yes,4.0,Yes,,,Very Often,Sometimes,Sometimes,Sometimes,,,Often,Often,Neither agree or disagree,Neither agree or disagree,,,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,,,,,,,Agree,Disagree,Agree,Neither agree or disagree,,,Technical skill / knowledge of software development / programming languages,Discipline in adhering to best practice,Willingness to keep up with development in software engineering,No,The internet to search for solutions!,Bash shell & emacs,Allinea ddt parallel debugger,Male,35 to 44 years,£25 000 to £29 999,GNU/Linux
259,United Kingdom,Doctorate,Historical and Philosophical studies,,No,Yes,No,Yes,Yes,2012.0,Permanent,,Full time,No,No,,Permanent,,Yes,10%,Yes,Yes,Yes,Yes,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Never ,Always,Never ,Never,Always,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,determination,programming,mind-reading,No,linux,XSLT,python,Male,35 to 44 years,£50 000 to £59 999,GNU/Linux
260,United Kingdom,Masters degree,Physical Sciences,,Yes,Yes,No,No,,2014.0,Fixed term,27.0,Full time,No,Yes,Others,Permanent,,Yes,90,No,,,,2.0,Yes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Strongly disagree,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Communication Skills,Perserverence,Ability to learn unaided,No,Github,Waffle.io,Travis CI,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
261,United Kingdom,Undergraduate degree,Biological Sciences,,Yes,Yes,No,No,Yes,2014.0,Fixed term,30.0,Full time,No,Yes,,Permanent,,Yes,0,No,,,,1.0,No,Often,Often,Always,Very Often,Often,Sometimes,Often,Often,Never ,Sometimes,Agree,Strongly Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly Agree,Agree,Strongly Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Disagree,Strongly Agree,Strongly disagree,,,,,,,,Female,45 to 54 years,£45 000 to £50 000,Other
262,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,Yes,1996.0,Fixed term,24.0,Full time,No,No,,Fixed-term,,Yes,25,Yes,Yes,Yes,No,1.0,No,Very Often,Very Often,Very Often,Often,Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Knowledge of research area,Project analysis,Programming,No,Outlook,C++Builder,Bash,Male,45 to 54 years,£50 000 to £59 999,Windows
263,United Kingdom,Undergraduate degree,Computer Sciences,,Yes,Yes,No,,Yes,2014.0,Fixed term,24.0,Full time,No,Yes,Others,Permanent,,Yes,95%,Yes,No,No,No,1.0,No,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,wide array of software skills,self motivation,self organisational skills,Yes,codelite,phpstorm,oxfile,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
264,United Kingdom,Doctorate,Engineering,,No,Yes,Yes,No,Yes,2015.0,Fixed term,60.0,Full time,No,Yes,Lack of opportunity to advance,Permanent,EPSRC Fellow,No,30,Yes,Yes,Yes,Yes,1.0,No,Always,Always,Always,Very Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,understand the task,communicate options,code,No,vim,vim,vim,Male,35 to 44 years,£40 000 to £44 999,OS X
265,United Kingdom,Further Education (NVQ  A-Level ...),,,Yes,Yes,Yes,Yes,Yes,2014.0,Permanent,,Full time,No,No,,Permanent,,No,40%,Yes,Yes,No,No,1.0,No,Very Often,Sometimes,Often,Very Often,Sometimes,Sometimes,Very Often,Often,Sometimes,Sometimes,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree or disagree,Agree,Documentation reading,Project designing,coding,No,Internet,Kate,Subversion,Male,45 to 54 years,£35 000 to £39 999,GNU/Linux
266,United Kingdom,Doctorate,Biological Sciences,,No,No,Yes,Yes,Yes,2015.0,Fixed term,12.0,Full time,No,No,,Fixed-term,,No,30,No,,,,2.0,No,Sometimes,Often,Often,Often,Often,Very Often,Sometimes,Sometimes,Never ,Sometimes,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,coding,knowledge in project area,maths,No,Amazon cloud,python,d3js,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
267,United Kingdom,Undergraduate degree,Linguistics  Classics and related subjects,,No,Yes,Yes,,Yes,2013.0,Fixed term,12.0,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,Yes,90+,Yes,Yes,Yes,Yes,1.0,No,Often,Sometimes,Often,Sometimes,Very Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Neither agree or disagree,Agree,Strongly Agree,Communication Skills,Patience,Ability to dive in and learn,No,Github,Wikis,Slack/Gitter,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
268,United Kingdom,Masters degree,Physical Sciences,,No,No,,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,Yes,Others,Fixed-term,,No,10%,Yes,No,Yes,Yes,1.0,No,Always,Sometimes,Always,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Fundamental understanding of the research,Ability to write readable and maintainable code,Ability to communicate with people from a wide range of technical to non-technical backgrounds,Yes,Pycharm,py.test,git,Male,25 to 34 years,Less than £25 000,OS X
269,United Kingdom,Doctorate,Combined studies,,No,Yes,No,Yes,No,2012.0,Permanent,,Full time,No,No,,Fixed-term,,No,30%,Yes,Yes,No,No,1.0,No,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Very Often,Never,Never ,Never ,Strongly Agree,Neither agree or disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,Understanding the purpose of the software,"Ability to ""put themselves in the shoes"" of the user",Ability to write accessible software,No,KDevelop,GitHub,Keyboard,Male,35 to 44 years,£45 000 to £50 000,GNU/Linux
270,United Kingdom,Undergraduate degree,Other,Music Technology,No,Yes,No,,Yes,2015.0,Permanent,,Full time,No,Yes,Lack of opportunity to advance,Permanent,,Yes,100%,No,,,,2.0,No,Often,Often,Very Often,Often,Very Often,Very Often,Sometimes,Sometimes,Never ,Sometimes,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Problem solving capability,Communication,Willingness to learn new things,No,Visual Studio,Git,Atlassian JIRA,Male,25 to 34 years,£30 000 to £34 999,Windows
271,United Kingdom,Doctorate,Biological Sciences,,Yes,Yes,Yes,No,No,2015.0,Freelancer consultant  contractors,,Full time,No,No,,Freelancer  consultant  contractors,,No,50,Yes,Yes,Yes,Yes,1.0,No,Very Often,Sometimes,Very Often,Often,Very Often,Often,Sometimes,Often,Sometimes,Very Often,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,ability and enthusiasm to learn,communication,persistence,Yes,R,Github,RStudio IDE,Male,45 to 54 years,£30 000 to £34 999,Windows
